0.37442 0.832031
0.375 0.832905
0.371954 0.828125
0.37442 0.832031
0.365503 0.816406
0.367188 0.819708
0.363642 0.8125
0.365503 0.816406
0.369652 0.824219
0.371094 0.826685
0.367501 0.820313
0.369652 0.824219
0.371094 0.826685
0.371954 0.828125
0.367188 0.819708
0.367501 0.820313
0.358858 0.800781
0.359375 0.802168
0.357514 0.796875
0.358858 0.800781
0.355176 0.789063
0.355469 0.790099
0.356287 0.792969
0.357514 0.796875
0.355469 0.790099
0.356287 0.792969
0.354179 0.785156
0.355176 0.789063
0.353292 0.78125
0.354179 0.785156
0.361919 0.808594
0.363281 0.811692
0.360326 0.804688
0.361919 0.808594
0.363281 0.811692
0.363642 0.8125
0.359375 0.802168
0.360326 0.804688
0.351277 0.769531
0.351563 0.771508
0.350816 0.765625
0.351277 0.769531
0.352514 0.777344
0.353292 0.78125
0.351842 0.773438
0.352514 0.777344
0.351563 0.771508
0.351842 0.773438
0.350459 0.761719
0.350816 0.765625
0.350204 0.757813
0.350459 0.761719
0.350051 0.753906
0.350204 0.757813
0.35 0.75
0.350051 0.753906
0.417095 0.875
0.417969 0.87558
0.417969 0.87558
0.421875 0.878046
0.423315 0.878906
0.425781 0.880348
0.421875 0.878046
0.423315 0.878906
0.425781 0.880348
0.429688 0.882499
0.430292 0.882813
0.433594 0.884497
0.433594 0.884497
0.4375 0.886358
0.429688 0.882499
0.430292 0.882813
0.447832 0.890625
0.449219 0.891142
0.449219 0.891142
0.453125 0.892486
0.438308 0.886719
0.441406 0.888081
0.4375 0.886358
0.438308 0.886719
0.441406 0.888081
0.445313 0.889674
0.445313 0.889674
0.447832 0.890625
0.453125 0.892486
0.457031 0.893713
0.459901 0.894531
0.460938 0.894824
0.457031 0.893713
0.459901 0.894531
0.460938 0.894824
0.464844 0.895821
0.464844 0.895821
0.46875 0.896708
0.46875 0.896708
0.472656 0.897486
0.472656 0.897486
0.476563 0.898158
0.478492 0.898438
0.480469 0.898723
0.480469 0.898723
0.484375 0.899184
0.476563 0.898158
0.478492 0.898438
0.484375 0.899184
0.488281 0.899541
0.488281 0.899541
0.492188 0.899796
0.492188 0.899796
0.496094 0.899949
0.496094 0.899949
0.5 0.9
0.38962 0.851563
0.390625 0.852643
0.386147 0.847656
0.386719 0.848317
0.382907 0.84375
0.386147 0.847656
0.386719 0.848317
0.38962 0.851563
0.397357 0.859375
0.398438 0.86038
0.401683 0.863281
0.402344 0.863853
0.398438 0.86038
0.401683 0.863281
