0 1 0.445869
0 0.875 0.365099
0.125 0.875 0.256151
0.125 1 0.350551
0 1 0.445869
0 0.875 0.365099
0 0.75 0.297375
0.125 0.75 0.17966
0.125 0.875 0.256151
0 0.875 0.365099
0.125 1 0.350551
0.125 0.9375 0.301984
0.1875 0.9375 0.261417
0.1875 1 0.314534
0.125 1 0.350551
0.125 0.9375 0.301984
0.125 0.875 0.256151
0.1875 0.875 0.210345
0.1875 0.9375 0.261417
0.125 0.9375 0.301984
0.1875 1 0.314534
0.1875 0.9375 0.261417
0.25 0.9375 0.227336
0.25 1 0.284915
0.1875 1 0.314534
0.1875 0.9375 0.261417
0.1875 0.875 0.210345
0.25 0.875 0.171038
0.25 0.9375 0.227336
0.1875 0.9375 0.261417
0.125 0.875 0.256151
0.125 0.8125 0.214837
0.1875 0.8125 0.162865
0.1875 0.875 0.210345
0.125 0.875 0.256151
0.125 0.8125 0.214837
0.125 0.75 0.17966
0.1875 0.75 0.122788
0.1875 0.8125 0.162865
0.125 0.8125 0.214837
0.1875 0.875 0.210345
0.1875 0.8125 0.162865
0.25 0.8125 0.118379
0.25 0.875 0.171038
0.1875 0.875 0.210345
0.1875 0.8125 0.162865
0.1875 0.78125 0.141866
0.21875 0.78125 0.117151
0.21875 0.8125 0.139816
0.1875 0.8125 0.162865
0.1875 0.78125 0.141866
0.1875 0.75 0.122788
0.21875 0.75 0.0963206
0.21875 0.78125 0.117151
0.1875 0.78125 0.141866
0.21875 0.8125 0.139816
0.21875 0.78125 0.117151
0.25 0.78125 0.0937982
0.25 0.8125 0.118379
0.21875 0.8125 0.139816
0.21875 0.78125 0.117151
0.21875 0.75 0.0963206
0.25 0.75 0.0708851
0.25 0.78125 0.0937982
0.21875 0.78125 0.117151
0 0.75 0.297375
0 0.6875 0.274644
0.0625 0.6875 0.21311
0.0625 0.75 0.237844
0 0.75 0.297375
0 0.6875 0.274644
0 0.625 0.259712
0.0625 0.625 0.197373
0.0625 0.6875 0.21311
0 0.6875 0.274644
0.0625 0.75 0.237844
0.0625 0.6875 0.21311
0.125 0.6875 0.151739
0.125 0.75 0.17966
0.0625 0.75 0.237844
0.0625 0.6875 0.21311
0.0625 0.625 0.197373
0.125 0.625 0.135072
0.125 0.6875 0.151739
0.0625 0.6875 0.21311
0 0.625 0.259712
0 0.5625 0.252889
0.0625 0.5625 0.190386
0.0625 0.625 0.197373
0 0.625 0.259712
0 0.5625 0.252889
0 0.5 0.25039
0.0625 0.5 0.187882
0.0625 0.5625 0.190386
0 0.5625 0.252889
0.0625 0.625 0.197373
0.0625 0.5625 0.190386
0.125 0.5625 0.127897
0.125 0.625 0.135072
0.0625 0.625 0.197373
0.0625 0.5625 0.190386
0.0625 0.5 0.187882
0.125 0.5 0.125377
0.125 0.5625 0.127897
0.0625 0.5625 0.190386
0.125 0.75 0.17966
0.125 0.6875 0.151739
0.1875 0.6875 0.091851
0.1875 0.75 0.122788
0.125 0.75 0.17966
0.125 0.6875 0.151739
0.125 0.65625 0.142088
0.15625 0.65625 0.111417
0.15625 0.6875 0.121722
0.125 0.6875 0.151739
0.125 0.65625 0.142088
0.125 0.625 0.135072
0.15625 0.625 0.104041
0.15625 0.65625 0.111417
0.125 0.65625 0.142088
0.15625 0.6875 0.121722
0.15625 0.65625 0.111417
0.1875 0.65625 0.0807942
0.1875 0.6875 0.091851
0.15625 0.6875 0.121722
0.15625 0.65625 0.111417
0.15625 0.625 0.104041
0.1875 0.625 0.0730213
0.1875 0.65625 0.0807942
0.15625 0.65625 0.111417
0.1875 0.75 0.122788
0.1875 0.71875 0.105975
0.21875 0.71875 0.0777989
0.21875 0.75 0.0963206
0.1875 0.75 0.122788
0.1875 0.71875 0.105975
0.1875 0.6875 0.091851
0.21875 0.6875 0.0622085
0.21875 0.71875 0.0777989
0.1875 0.71875 0.105975
0.21875 0.75 0.0963206
0.21875 0.71875 0.0777989
0.25 0.71875 0.0502486
0.25 0.75 0.0708851
0.21875 0.75 0.0963206
0.21875 0.71875 0.0777989
0.21875 0.6875 0.0622085
0.25 0.6875 0.032774
0.25 0.71875 0.0502486
0.21875 0.71875 0.0777989
0.1875 0.6875 0.091851
0.1875 0.65625 0.0807942
0.21875 0.65625 0.0502198
0.21875 0.6875 0.0622085
0.1875 0.6875 0.091851
0.1875 0.65625 0.0807942
0.1875 0.625 0.0730213
0.21875 0.625 0.0420116
0.21875 0.65625 0.0502198
0.1875 0.65625 0.0807942
0.21875 0.6875 0.0622085
0.21875 0.65625 0.0502198
0.25 0.65625 0.019702
0.25 0.6875 0.032774
0.21875 0.6875 0.0622085
0.21875 0.65625 0.0502198
0.21875 0.625 0.0420116
0.25 0.625 0.011012
0.25 0.65625 0.019702
0.21875 0.65625 0.0502198
0.125 0.625 0.135072
0.125 0.59375 0.130553
0.15625 0.59375 0.0993784
0.15625 0.625 0.104041
0.125 0.625 0.135072
0.125 0.59375 0.130553
0.125 0.5625 0.127897
0.15625 0.5625 0.0966723
0.15625 0.59375 0.0993784
0.125 0.59375 0.130553
0.15625 0.625 0.104041
0.15625 0.59375 0.0993784
0.1875 0.59375 0.0682073
0.1875 0.625 0.0730213
0.15625 0.625 0.104041
0.15625 0.59375 0.0993784
0.15625 0.5625 0.0966723
0.1875 0.5625 0.065449
0.1875 0.59375 0.0682073
0.15625 0.59375 0.0993784
0.125 0.5625 0.127897
0.125 0.53125 0.12628
0.15625 0.53125 0.0950325
0.15625 0.5625 0.0966723
0.125 0.5625 0.127897
0.125 0.53125 0.12628
0.125 0.5 0.125377
0.15625 0.5 0.0941245
0.15625 0.53125 0.0950325
0.125 0.53125 0.12628
0.15625 0.5625 0.0966723
0.15625 0.53125 0.0950325
0.1875 0.53125 0.0637872
0.1875 0.5625 0.065449
0.15625 0.5625 0.0966723
0.15625 0.53125 0.0950325
0.15625 0.5 0.0941245
0.1875 0.5 0.0628743
0.1875 0.53125 0.0637872
0.15625 0.53125 0.0950325
0.1875 0.625 0.0730213
0.1875 0.59375 0.0682073
0.21875 0.59375 0.0370385
0.21875 0.625 0.0420116
0.1875 0.625 0.0730213
0.1875 0.59375 0.0682073
0.1875 0.5625 0.065449
0.21875 0.5625 0.0342265
0.21875 0.59375 0.0370385
0.1875 0.59375 0.0682073
0.21875 0.625 0.0420116
0.21875 0.59375 0.0370385
0.25 0.59375 0.00587126
0.25 0.625 0.011012
0.21875 0.625 0.0420116
0.21875 0.59375 0.0370385
0.21875 0.5625 0.0342265
0.25 0.5625 0.00300414
0.25 0.59375 0.00587126
0.21875 0.59375 0.0370385
0.1875 0.5625 0.065449
0.1875 0.53125 0.0637872
0.21875 0.53125 0.0325422
0.21875 0.5625 0.0342265
0.1875 0.5625 0.065449
0.1875 0.53125 0.0637872
0.1875 0.5 0.0628743
0.21875 0.5 0.0316246
0.21875 0.53125 0.0325422
0.1875 0.53125 0.0637872
0.21875 0.5625 0.0342265
0.21875 0.53125 0.0325422
0.25 0.53125 0.00129709
0.25 0.5625 0.00300414
0.21875 0.5625 0.0342265
0.21875 0.53125 0.0325422
0.21875 0.5 0.0316246
0.25 0.5 0.000374843
0.25 0.53125 0.00129709
0.21875 0.53125 0.0325422
0.25 1 0.284915
0.25 0.9375 0.227336
0.3125 0.9375 0.204338
0.3125 1 0.265137
0.25 1 0.284915
0.25 0.9375 0.227336
0.25 0.875 0.171038
0.3125 0.875 0.143873
0.3125 0.9375 0.204338
0.25 0.9375 0.227336
0.3125 1 0.265137
0.3125 0.9375 0.204338
0.375 0.9375 0.191978
0.375 1 0.254194
0.3125 1 0.265137
0.3125 0.9375 0.204338
0.3125 0.875 0.143873
0.375 0.875 0.12979
0.375 0.9375 0.191978
0.3125 0.9375 0.204338
0.25 0.875 0.171038
0.25 0.84375 0.144231
0.28125 0.84375 0.127458
0.28125 0.875 0.155841
0.25 0.875 0.171038
0.25 0.84375 0.144231
0.25 0.8125 0.118379
0.28125 0.8125 0.0997542
0.28125 0.84375 0.127458
0.25 0.84375 0.144231
0.28125 0.875 0.155841
0.28125 0.84375 0.127458
0.3125 0.84375 0.114145
0.3125 0.875 0.143873
0.28125 0.875 0.155841
0.28125 0.84375 0.127458
0.28125 0.8125 0.0997542
0.3125 0.8125 0.0847621
0.3125 0.84375 0.114145
0.28125 0.84375 0.127458
0.25 0.8125 0.118379
0.25 0.78125 0.0937982
0.28125 0.78125 0.0729656
0.28125 0.8125 0.0997542
0.25 0.8125 0.118379
0.25 0.78125 0.0937982
0.25 0.75 0.0708851
0.28125 0.75 0.0474902
0.28125 0.78125 0.0729656
0.25 0.78125 0.0937982
0.28125 0.8125 0.0997542
0.28125 0.78125 0.0729656
0.3125 0.78125 0.0558366
0.3125 0.8125 0.0847621
0.28125 0.8125 0.0997542
0.28125 0.78125 0.0729656
0.28125 0.75 0.0474902
0.3125 0.75 0.0275692
0.3125 0.78125 0.0558366
0.28125 0.78125 0.0729656
0.3125 0.875 0.143873
0.3125 0.84375 0.114145
0.34375 0.84375 0.104769
0.34375 0.875 0.135314
0.3125 0.875 0.143873
0.3125 0.84375 0.114145
0.3125 0.8125 0.0847621
0.34375 0.8125 0.0743451
0.34375 0.84375 0.104769
0.3125 0.84375 0.114145
0.34375 0.875 0.135314
0.34375 0.84375 0.104769
0.375 0.84375 0.0987706
0.375 0.875 0.12979
0.34375 0.875 0.135314
0.34375 0.84375 0.104769
0.34375 0.8125 0.0743451
0.375 0.8125 0.0677817
0.375 0.84375 0.0987706
0.34375 0.84375 0.104769
0.3125 0.8125 0.0847621
0.3125 0.78125 0.0558366
0.34375 0.78125 0.0440898
0.34375 0.8125 0.0743451
0.3125 0.8125 0.0847621
0.3125 0.78125 0.0558366
0.3125 0.75 0.0275692
0.34375 0.75 0.0140666
0.34375 0.78125 0.0440898
0.3125 0.78125 0.0558366
0.34375 0.8125 0.0743451
0.34375 0.78125 0.0440898
0.375 0.78125 0.0368265
0.375 0.8125 0.0677817
0.34375 0.8125 0.0743451
0.34375 0.78125 0.0440898
0.34375 0.75 0.0140666
0.375 0.75 0.00591177
0.375 0.78125 0.0368265
0.34375 0.78125 0.0440898
0.375 1 0.254194
0.375 0.9375 0.191978
0.4375 0.9375 0.187684
0.4375 1 0.250167
0.375 1 0.254194
0.375 0.9375 0.191978
0.375 0.875 0.12979
0.4375 0.875 0.125203
0.4375 0.9375 0.187684
0.375 0.9375 0.191978
0.4375 1 0.250167
0.4375 0.9375 0.187684
0.5 0.9375 0.187499
0.5 1 0.249988
0.4375 1 0.250167
0.4375 0.9375 0.187684
0.4375 0.875 0.125203
0.5 0.875 0.12501
0.5 0.9375 0.187499
0.4375 0.9375 0.187684
0.375 0.875 0.12979
0.375 0.84375 0.0987706
0.40625 0.84375 0.0955056
0.40625 0.875 0.126693
0.375 0.875 0.12979
0.375 0.84375 0.0987706
0.375 0.8125 0.0677817
0.40625 0.8125 0.0643229
0.40625 0.84375 0.0955056
0.375 0.84375 0.0987706
0.40625 0.875 0.126693
0.40625 0.84375 0.0955056
0.4375 0.84375 0.0939645
0.4375 0.875 0.125203
0.40625 0.875 0.126693
0.40625 0.84375 0.0955056
0.40625 0.8125 0.0643229
0.4375 0.8125 0.0627265
0.4375 0.84375 0.0939645
0.40625 0.84375 0.0955056
0.375 0.8125 0.0677817
0.375 0.78125 0.0368265
0.40625 0.78125 0.0331446
0.40625 0.8125 0.0643229
0.375 0.8125 0.0677817
0.375 0.78125 0.0368265
0.375 0.75 0.00591177
0.40625 0.75 0.00197168
0.40625 0.78125 0.0331446
0.375 0.78125 0.0368265
0.40625 0.8125 0.0643229
0.40625 0.78125 0.0331446
0.4375 0.78125 0.0314891
0.4375 0.8125 0.0627265
0.40625 0.8125 0.0643229
0.40625 0.78125 0.0331446
0.40625 0.75 0.00197168
0.4375 0.75 0.000252285
0.4375 0.78125 0.0314891
0.40625 0.78125 0.0331446
0.4375 0.875 0.125203
0.4375 0.84375 0.0939645
0.46875 0.84375 0.0934785
0.46875 0.875 0.124729
0.4375 0.875 0.125203
0.4375 0.84375 0.0939645
0.4375 0.8125 0.0627265
0.46875 0.8125 0.0622284
0.46875 0.84375 0.0934785
0.4375 0.84375 0.0939645
0.46875 0.875 0.124729
0.46875 0.84375 0.0934785
0.5 0.84375 0.0937655
0.5 0.875 0.12501
0.46875 0.875 0.124729
0.46875 0.84375 0.0934785
0.46875 0.8125 0.0622284
0.5 0.8125 0.0625218
0.5 0.84375 0.0937655
0.46875 0.84375 0.0934785
0.4375 0.8125 0.0627265
0.4375 0.78125 0.0314891
0.46875 0.78125 0.0309785
0.46875 0.8125 0.0622284
0.4375 0.8125 0.0627265
0.4375 0.78125 0.0314891
0.4375 0.75 0.000252285
0.46875 0.75 -0.000271499
0.46875 0.78125 0.0309785
0.4375 0.78125 0.0314891
0.46875 0.8125 0.0622284
0.46875 0.78125 0.0309785
0.5 0.78125 0.0312784
0.5 0.8125 0.0625218
0.46875 0.8125 0.0622284
0.46875 0.78125 0.0309785
0.46875 0.75 -0.000271499
0.5 0.75 3.54097e-005
0.5 0.78125 0.0312784
0.46875 0.78125 0.0309785
0.25 0.75 0.0708851
0.25 0.71875 0.0502486
0.28125 0.71875 0.0239803
0.28125 0.75 0.0474902
0.25 0.75 0.0708851
0.25 0.71875 0.0502486
0.25 0.6875 0.032774
0.28125 0.6875 0.00360996
0.28125 0.71875 0.0239803
0.25 0.71875 0.0502486
0.28125 0.75 0.0474902
0.28125 0.71875 0.0239803
0.3125 0.71875 0.000323659
0.3125 0.75 0.0275692
0.28125 0.75 0.0474902
0.28125 0.71875 0.0239803
0.28125 0.6875 0.00360996
0.3125 0.6875 -0.022098
0.3125 0.71875 0.000323659
0.28125 0.71875 0.0239803
0.25 0.6875 0.032774
0.25 0.65625 0.019702
0.28125 0.65625 -0.010182
0.28125 0.6875 0.00360996
0.25 0.6875 0.032774
0.25 0.65625 0.019702
0.25 0.625 0.011012
0.28125 0.625 -0.0196143
0.28125 0.65625 -0.010182
0.25 0.65625 0.019702
0.28125 0.6875 0.00360996
0.28125 0.65625 -0.010182
0.3125 0.65625 -0.0388131
0.3125 0.6875 -0.022098
0.28125 0.6875 0.00360996
0.28125 0.65625 -0.010182
0.28125 0.625 -0.0196143
0.3125 0.625 -0.0498464
0.3125 0.65625 -0.0388131
0.28125 0.65625 -0.010182
0.3125 0.75 0.0275692
0.3125 0.71875 0.000323659
0.34375 0.71875 -0.01518
0.34375 0.75 0.0140666
0.3125 0.75 0.0275692
0.3125 0.71875 0.000323659
0.3125 0.6875 -0.022098
0.34375 0.6875 -0.0422472
0.34375 0.71875 -0.01518
0.3125 0.71875 0.000323659
0.34375 0.75 0.0140666
0.34375 0.71875 -0.01518
0.375 0.71875 -0.0247185
0.375 0.75 0.00591177
0.34375 0.75 0.0140666
0.34375 0.71875 -0.01518
0.34375 0.6875 -0.0422472
0.375 0.6875 -0.054883
0.375 0.71875 -0.0247185
0.34375 0.71875 -0.01518
0.3125 0.6875 -0.022098
0.3125 0.65625 -0.0388131
0.34375 0.65625 -0.0644748
0.34375 0.6875 -0.0422472
0.3125 0.6875 -0.022098
0.3125 0.65625 -0.0388131
0.3125 0.625 -0.0498464
0.34375 0.625 -0.0793689
0.34375 0.65625 -0.0644748
0.3125 0.65625 -0.0388131
0.34375 0.6875 -0.0422472
0.34375 0.65625 -0.0644748
0.375 0.65625 -0.0831481
0.375 0.6875 -0.054883
0.34375 0.6875 -0.0422472
0.34375 0.65625 -0.0644748
0.34375 0.625 -0.0793689
0.375 0.625 -0.105531
0.375 0.65625 -0.0831481
0.34375 0.65625 -0.0644748
0.25 0.625 0.011012
0.25 0.59375 0.00587126
0.28125 0.59375 -0.025152
0.28125 0.625 -0.0196143
0.25 0.625 0.011012
0.25 0.59375 0.00587126
0.25 0.5625 0.00300414
0.28125 0.5625 -0.0281669
0.28125 0.59375 -0.025152
0.25 0.59375 0.00587126
0.28125 0.625 -0.0196143
0.28125 0.59375 -0.025152
0.3125 0.59375 -0.0560858
0.3125 0.625 -0.0498464
0.28125 0.625 -0.0196143
0.28125 0.59375 -0.025152
0.28125 0.5625 -0.0281669
0.3125 0.5625 -0.0593223
0.3125 0.59375 -0.0560858
0.28125 0.59375 -0.025152
0.25 0.5625 0.00300414
0.25 0.53125 0.00129709
0.28125 0.53125 -0.029926
0.28125 0.5625 -0.0281669
0.25 0.5625 0.00300414
0.25 0.53125 0.00129709
0.25 0.5 0.000374843
0.28125 0.5 -0.0308706
0.28125 0.53125 -0.029926
0.25 0.53125 0.00129709
0.28125 0.5625 -0.0281669
0.28125 0.53125 -0.029926
0.3125 0.53125 -0.0611462
0.3125 0.5625 -0.0593223
0.28125 0.5625 -0.0281669
0.28125 0.53125 -0.029926
0.28125 0.5 -0.0308706
0.3125 0.5 -0.062116
0.3125 0.53125 -0.0611462
0.28125 0.53125 -0.029926
0.3125 0.625 -0.0498464
0.3125 0.59375 -0.0560858
0.34375 0.59375 -0.0869015
0.34375 0.625 -0.0793689
0.3125 0.625 -0.0498464
0.3125 0.59375 -0.0560858
0.3125 0.5625 -0.0593223
0.34375 0.5625 -0.0904614
0.34375 0.59375 -0.0869015
0.3125 0.59375 -0.0560858
0.34375 0.625 -0.0793689
0.34375 0.59375 -0.0869015
0.375 0.59375 -0.117307
0.375 0.625 -0.105531
0.34375 0.625 -0.0793689
0.34375 0.59375 -0.0869015
0.34375 0.5625 -0.0904614
0.375 0.5625 -0.121569
0.375 0.59375 -0.117307
0.34375 0.59375 -0.0869015
0.3125 0.5625 -0.0593223
0.3125 0.53125 -0.0611462
0.34375 0.53125 -0.092363
0.34375 0.5625 -0.0904614
0.3125 0.5625 -0.0593223
0.3125 0.53125 -0.0611462
0.3125 0.5 -0.062116
0.34375 0.5 -0.0933606
0.34375 0.53125 -0.092363
0.3125 0.53125 -0.0611462
0.34375 0.5625 -0.0904614
0.34375 0.53125 -0.092363
0.375 0.53125 -0.123578
0.375 0.5625 -0.121569
0.34375 0.5625 -0.0904614
0.34375 0.53125 -0.092363
0.34375 0.5 -0.0933606
0.375 0.5 -0.124596
0.375 0.53125 -0.123578
0.34375 0.53125 -0.092363
0.375 0.75 0.00591177
0.375 0.71875 -0.0247185
0.40625 0.71875 -0.0291488
0.40625 0.75 0.00197168
0.375 0.75 0.00591177
0.375 0.71875 -0.0247185
0.375 0.6875 -0.054883
